uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
P14633,044,0.0,0.0,7.0,1.0,13.0,13.0,16.064,38.261,0.019,Incorrect
Q9Y6K1,U10-004,0.0,0.0,4.0,1.0,70.0,70.0,12.673,84.981,0.008,Incorrect
Q02750,007,0.887,71.0,80.0,0.155,13.0,84.0,2.862,2.975,0.665,Medium
B5XAZ0,U100-001,0.964,27.0,28.0,0.0,0.0,27.0,0.182,0.376,0.983,High
P62826,057,0.0,0.0,41.0,1.0,2.0,2.0,22.916,59.107,0.008,Incorrect
P12931,095,0.0,0.0,5.0,1.0,60.0,60.0,11.488,53.946,0.014,Incorrect
Q3KK31,058,0.25,3.0,12.0,0.973,107.0,110.0,10.121,50.148,0.1,Incorrect
Q3KK31,039,0.167,2.0,12.0,0.982,108.0,110.0,10.87,22.61,0.103,Incorrect
Q04929,005,0.105,2.0,19.0,0.333,1.0,3.0,3.862,7.534,0.265,Acceptable
P35520,037,0.132,7.0,53.0,0.86,43.0,50.0,28.225,58.426,0.052,Incorrect
Q63450,184,0.262,11.0,42.0,0.849,62.0,73.0,7.623,14.593,0.184,Incorrect
Q63450,128,0.188,12.0,64.0,0.836,61.0,73.0,8.057,16.964,0.141,Incorrect
Q63450,022,0.654,34.0,52.0,0.534,39.0,73.0,6.586,17.523,0.298,Acceptable
B5XAZ0,057,0.962,25.0,26.0,0.074,2.0,27.0,2.122,3.918,0.706,Medium
Q63450,U100-003,0.623,48.0,77.0,0.342,25.0,73.0,9.245,19.504,0.27,Acceptable
O08967,008,0.235,4.0,17.0,0.933,56.0,60.0,8.961,30.194,0.112,Incorrect
P00523,105,0.0,0.0,11.0,1.0,63.0,63.0,9.723,51.859,0.016,Incorrect
P28482,063,0.281,9.0,32.0,0.873,62.0,71.0,15.845,33.903,0.116,Incorrect
Q3KK31,044,0.167,2.0,12.0,0.982,108.0,110.0,12.373,48.559,0.07,Incorrect
P22681,U100-001,0.098,5.0,51.0,0.889,40.0,45.0,13.738,27.666,0.065,Incorrect
P27577,024,0.429,15.0,35.0,0.659,29.0,44.0,5.524,9.99,0.306,Acceptable
P35520,097,0.126,12.0,95.0,0.76,38.0,50.0,16.116,30.904,0.068,Incorrect
P28482,302,0.316,24.0,76.0,0.662,47.0,71.0,11.235,10.162,0.248,Acceptable
Q83RJ4,U100-008,0.606,20.0,33.0,0.535,23.0,43.0,5.676,7.593,0.409,Acceptable
P14633,047,0.0,0.0,0.0,1.0,13.0,13.0,8.406,55.796,0.018,Incorrect
P29350,025,0.0,0.0,0.0,1.0,20.0,20.0,23.285,84.371,0.005,Incorrect
P28482,210,0.476,40.0,84.0,0.437,31.0,71.0,3.106,6.832,0.424,Acceptable
P22681,U100-006,0.238,5.0,21.0,0.889,40.0,45.0,6.725,20.095,0.146,Incorrect
B5XAZ0,U100-000,0.964,27.0,28.0,0.0,0.0,27.0,0.171,0.187,0.984,High
P32527,000,0.932,41.0,44.0,0.068,3.0,44.0,0.243,0.271,0.968,High
P62826,044,1.0,1.0,1.0,0.5,1.0,2.0,2.677,37.214,0.429,Acceptable
P21333,U10-005,0.949,37.0,39.0,0.554,46.0,83.0,3.489,19.506,0.421,Acceptable
P28482,034,0.385,15.0,39.0,0.789,56.0,71.0,10.113,19.368,0.189,Incorrect
,,,,,,,,,,,Incorrect
Q3KK31,U10-002,0.167,2.0,12.0,0.982,108.0,110.0,11.613,44.037,0.073,Incorrect
P35520,074,0.35,7.0,20.0,0.86,43.0,50.0,21.214,36.977,0.135,Incorrect
O60741,U10-002,0.345,10.0,29.0,0.831,49.0,59.0,9.887,26.645,0.153,Incorrect
Q8NQJ3,016,0.0,0.0,0.0,0.0,0.0,0.0,1.985,16.965,0.188,Incorrect
P32527,062,0.85,34.0,40.0,0.227,10.0,44.0,1.324,1.284,0.797,Medium
P31016,068,0.0,0.0,0.0,1.0,11.0,11.0,9.944,22.751,0.048,Incorrect
Q83RJ4,U10-004,0.0,0.0,5.0,1.0,43.0,43.0,12.506,50.162,0.014,Incorrect
P04637,018,0.0,0.0,0.0,0.0,0.0,0.0,9.933,67.198,0.013,Incorrect
O08967,006,0.0,0.0,7.0,1.0,60.0,60.0,11.323,21.829,0.05,Incorrect
P32527,048,0.944,34.0,36.0,0.227,10.0,44.0,1.104,1.305,0.857,High
P35520,155,0.021,7.0,331.0,0.86,43.0,50.0,20.076,42.098,0.022,Incorrect
Q3KK31,096,0.091,2.0,22.0,0.982,108.0,110.0,12.811,41.123,0.048,Incorrect
P28482,142,0.341,14.0,41.0,0.803,57.0,71.0,14.633,20.457,0.166,Incorrect
P35520,183,0.184,7.0,38.0,0.86,43.0,50.0,21.408,23.627,0.101,Incorrect
P00523,018,0.0,0.0,2.0,1.0,63.0,63.0,7.491,57.729,0.02,Incorrect
P35520,000,0.971,33.0,34.0,0.34,17.0,50.0,2.002,32.13,0.465,Acceptable
Q63450,160,0.438,39.0,89.0,0.466,34.0,73.0,2.983,5.685,0.444,Acceptable
Q95PM0,U100-008,0.911,51.0,56.0,0.056,3.0,54.0,0.633,0.514,0.919,High
Q3KK31,U10-009,0.098,4.0,41.0,0.964,106.0,110.0,15.877,31.667,0.058,Incorrect
B5XAZ0,U10-004,0.931,27.0,29.0,0.0,0.0,27.0,0.295,0.398,0.964,High
Q02750,049,0.574,35.0,61.0,0.583,49.0,84.0,11.263,27.541,0.226,Incorrect
P12931,U10-001,0.714,20.0,28.0,0.667,40.0,60.0,2.51,4.324,0.591,Medium
Q83RJ4,U10-005,0.0,0.0,1.0,1.0,43.0,43.0,9.289,55.234,0.016,Incorrect
Q8NQJ3,029,0.0,0.0,0.0,0.0,0.0,0.0,6.399,31.217,0.04,Incorrect
P35520,065,0.938,45.0,48.0,0.1,5.0,50.0,2.745,9.373,0.54,Medium
P53686,042,0.0,0.0,22.0,1.0,42.0,42.0,18.727,41.447,0.016,Incorrect
P62826,022,0.0,0.0,4.0,1.0,2.0,2.0,12.536,27.419,0.034,Incorrect
P28482,005,0.584,45.0,77.0,0.366,26.0,71.0,1.596,3.325,0.64,Medium
P00523,106,0.0,0.0,3.0,1.0,63.0,63.0,10.011,59.042,0.014,Incorrect
Q63450,258,0.0,0.0,17.0,1.0,73.0,73.0,9.845,20.912,0.055,Incorrect
P00523,055,0.0,0.0,1.0,1.0,63.0,63.0,8.14,43.156,0.023,Incorrect
Q8NQJ3,047,0.0,0.0,1.0,0.0,0.0,0.0,4.206,18.501,0.096,Incorrect
P53686,013,0.125,1.0,8.0,0.976,41.0,42.0,4.769,11.697,0.187,Incorrect
P28482,171,0.271,13.0,48.0,0.817,58.0,71.0,13.815,32.777,0.115,Incorrect
,,,,,,,,,,,Incorrect
P12931,073,0.0,0.0,4.0,1.0,60.0,60.0,9.354,31.652,0.031,Incorrect
P28482,099,0.625,55.0,88.0,0.225,16.0,71.0,1.858,4.368,0.604,Medium
Q63450,083,0.491,28.0,57.0,0.616,45.0,73.0,3.973,7.624,0.39,Acceptable
P12931,090,0.0,0.0,66.0,1.0,60.0,60.0,13.237,44.591,0.016,Incorrect
P00523,123,0.0,0.0,20.0,1.0,63.0,63.0,13.811,53.508,0.012,Incorrect
B5XAZ0,096,0.208,5.0,24.0,0.815,22.0,27.0,9.437,17.982,0.139,Incorrect
P62826,027,0.043,1.0,23.0,0.5,1.0,2.0,27.197,72.942,0.02,Incorrect
,,,,,,,,,,,Incorrect
P62826,006,1.0,1.0,1.0,0.5,1.0,2.0,5.335,41.804,0.371,Acceptable
P32527,061,0.897,35.0,39.0,0.205,9.0,44.0,1.253,1.394,0.82,High
,,,,,,,,,,,Incorrect
Q63450,138,0.0,0.0,26.0,1.0,73.0,73.0,14.259,38.283,0.019,Incorrect
P32527,050,0.895,34.0,38.0,0.227,10.0,44.0,1.306,1.79,0.807,High
Q02750,U100-005,0.932,69.0,74.0,0.179,15.0,84.0,2.189,1.194,0.744,Medium
P00523,U10-000,0.441,26.0,59.0,0.587,37.0,63.0,5.053,6.745,0.378,Acceptable
,,,,,,,,,,,Incorrect
Q3KK31,028,0.095,2.0,21.0,0.982,108.0,110.0,11.391,43.492,0.05,Incorrect
Q6GQQ9,U10-006,0.714,10.0,14.0,0.744,29.0,39.0,6.037,24.722,0.293,Acceptable
P00523,023,0.0,0.0,22.0,1.0,63.0,63.0,9.587,52.655,0.016,Incorrect
Q9Y6K1,U10-005,0.0,0.0,7.0,1.0,70.0,70.0,14.563,53.618,0.012,Incorrect
P35520,048,0.721,31.0,43.0,0.38,19.0,50.0,14.995,54.179,0.252,Acceptable
,,,,,,,,,,,Incorrect
P53686,073,0.333,5.0,15.0,0.881,37.0,42.0,6.094,5.937,0.354,Acceptable
Q63450,006,0.488,21.0,43.0,0.712,52.0,73.0,4.239,18.753,0.257,Acceptable
P62826,071,0.0,0.0,7.0,1.0,2.0,2.0,16.489,98.918,0.005,Incorrect
P35520,173,0.316,6.0,19.0,0.88,44.0,50.0,22.017,33.296,0.127,Incorrect
Q63450,172,0.0,0.0,22.0,1.0,73.0,73.0,10.631,20.92,0.054,Incorrect
P12931,093,0.0,0.0,5.0,1.0,60.0,60.0,4.276,51.646,0.045,Incorrect
P00523,U100-006,0.906,29.0,32.0,0.54,34.0,63.0,1.345,6.106,0.707,Medium
,,,,,,,,,,,Incorrect
B5XAZ0,083,0.231,3.0,13.0,0.889,24.0,27.0,11.504,19.094,0.138,Incorrect
Q63450,U10-008,0.64,32.0,50.0,0.562,41.0,73.0,6.392,16.6,0.3,Acceptable
P62826,007,0.5,1.0,2.0,0.5,1.0,2.0,8.107,45.378,0.189,Incorrect
P35520,099,0.241,7.0,29.0,0.86,43.0,50.0,18.013,41.309,0.096,Incorrect
P60240,U10-002,0.0,0.0,3.0,0.0,0.0,0.0,19.463,24.127,0.039,Incorrect
Q63450,101,0.0,0.0,8.0,1.0,73.0,73.0,11.907,41.139,0.019,Incorrect
P62826,004,1.0,1.0,1.0,0.5,1.0,2.0,1.726,27.259,0.506,Medium
P28482,062,0.3,15.0,50.0,0.789,56.0,71.0,16.173,31.822,0.125,Incorrect
P62826,045,1.0,1.0,1.0,0.5,1.0,2.0,2.155,27.339,0.471,Acceptable
P00523,028,0.0,0.0,1.0,1.0,63.0,63.0,11.447,42.74,0.018,Incorrect
B5XAZ0,066,0.375,3.0,8.0,0.889,24.0,27.0,6.168,19.613,0.196,Incorrect
,,,,,,,,,,,Incorrect
P31016,047,0.0,0.0,1.0,1.0,11.0,11.0,7.055,24.13,0.051,Incorrect
P53042,021,0.0,0.0,0.0,1.0,46.0,46.0,2.205,36.481,0.123,Incorrect
Q3KK31,066,0.333,3.0,9.0,0.973,107.0,110.0,12.839,59.99,0.122,Incorrect
O08967,005,0.615,32.0,52.0,0.467,28.0,60.0,3.89,5.82,0.475,Acceptable
Q63450,186,0.0,0.0,16.0,1.0,73.0,73.0,13.103,34.903,0.023,Incorrect
B5XAZ0,111,0.15,3.0,20.0,0.889,24.0,27.0,7.893,19.085,0.117,Incorrect
P12931,052,0.0,0.0,29.0,1.0,60.0,60.0,15.878,46.099,0.014,Incorrect
Q63450,073,0.213,19.0,89.0,0.74,54.0,73.0,9.37,20.141,0.13,Incorrect
P53686,022,0.667,6.0,9.0,0.857,36.0,42.0,4.776,9.623,0.398,Acceptable
P00523,113,0.909,20.0,22.0,0.683,43.0,63.0,6.941,39.284,0.333,Acceptable
P35520,091,0.161,9.0,56.0,0.82,41.0,50.0,14.129,42.988,0.07,Incorrect
P14633,002,0.0,0.0,0.0,1.0,13.0,13.0,6.366,32.399,0.039,Incorrect
P28482,156,0.571,20.0,35.0,0.718,51.0,71.0,14.648,24.633,0.229,Incorrect
P12931,085,0.0,0.0,1.0,1.0,60.0,60.0,14.266,28.251,0.031,Incorrect
P32527,075,0.921,35.0,38.0,0.205,9.0,44.0,1.106,1.202,0.85,High
P28482,275,0.395,32.0,81.0,0.549,39.0,71.0,10.33,27.427,0.168,Incorrect
P62826,054,0.0,0.0,11.0,1.0,2.0,2.0,18.165,37.301,0.019,Incorrect
P35520,008,0.2,6.0,30.0,0.88,44.0,50.0,20.832,27.761,0.097,Incorrect
Q63450,U10-009,0.615,32.0,52.0,0.562,41.0,73.0,6.556,16.504,0.292,Acceptable
P29350,U100-005,0.895,17.0,19.0,0.15,3.0,20.0,1.634,2.088,0.765,Medium
Q63450,190,0.0,0.0,0.0,1.0,73.0,73.0,6.023,42.226,0.032,Incorrect
Q6GQQ9,U100-008,0.462,6.0,13.0,0.846,33.0,39.0,8.629,25.988,0.196,Incorrect
P12931,171,0.0,0.0,14.0,1.0,60.0,60.0,16.409,59.027,0.01,Incorrect
P12931,003,0.0,0.0,48.0,1.0,60.0,60.0,11.502,61.638,0.012,Incorrect
Q96BN8,008,0.216,16.0,74.0,0.856,95.0,111.0,10.594,66.24,0.084,Incorrect
Q8NQJ3,017,0.0,0.0,5.0,0.0,0.0,0.0,6.176,17.87,0.08,Incorrect
,,,,,,,,,,,Incorrect
P32527,049,0.875,35.0,40.0,0.205,9.0,44.0,1.63,1.317,0.77,Medium
P28482,112,0.484,31.0,64.0,0.563,40.0,71.0,5.384,8.498,0.352,Acceptable
B5XAZ0,031,0.3,3.0,10.0,0.889,24.0,27.0,11.151,18.699,0.163,Incorrect
,,,,,,,,,,,Incorrect
P62826,097,0.1,1.0,10.0,0.5,1.0,2.0,7.226,46.704,0.058,Incorrect
P31016,007,0.0,0.0,5.0,1.0,11.0,11.0,18.873,41.348,0.016,Incorrect
B5XAZ0,043,0.75,12.0,16.0,0.556,15.0,27.0,2.757,12.673,0.43,Acceptable
P35520,136,0.66,35.0,53.0,0.3,15.0,50.0,11.603,32.357,0.247,Acceptable
Q02750,037,0.886,70.0,79.0,0.167,14.0,84.0,5.251,5.292,0.561,Medium
P31016,060,0.0,0.0,0.0,1.0,11.0,11.0,7.149,42.309,0.027,Incorrect
P12931,019,0.1,2.0,20.0,0.967,58.0,60.0,7.999,57.101,0.052,Incorrect
B5XAZ0,119,0.16,4.0,25.0,0.852,23.0,27.0,9.051,20.386,0.112,Incorrect
P27577,U10-000,0.429,12.0,28.0,0.727,32.0,44.0,3.891,16.352,0.257,Acceptable
P12931,121,0.0,0.0,13.0,1.0,60.0,60.0,12.42,59.649,0.011,Incorrect
P62826,037,0.5,1.0,2.0,0.5,1.0,2.0,21.13,50.36,0.178,Incorrect
P35520,142,0.138,9.0,65.0,0.82,41.0,50.0,14.393,46.21,0.061,Incorrect
P62826,018,0.0,0.0,69.0,1.0,2.0,2.0,21.414,60.72,0.008,Incorrect
Q63450,180,0.0,0.0,17.0,1.0,73.0,73.0,12.903,33.469,0.025,Incorrect
,,,,,,,,,,,Incorrect
P00523,080,0.0,0.0,0.0,1.0,63.0,63.0,4.448,59.984,0.041,Incorrect
B5XAZ0,063,0.231,3.0,13.0,0.889,24.0,27.0,9.526,8.112,0.259,Acceptable
B5XAZ0,012,0.556,10.0,18.0,0.63,17.0,27.0,10.643,21.63,0.236,Acceptable
Q63450,233,0.0,0.0,2.0,1.0,73.0,73.0,13.704,33.969,0.024,Incorrect
P32527,027,0.909,30.0,33.0,0.318,14.0,44.0,1.35,1.87,0.805,High
P32527,047,0.972,35.0,36.0,0.205,9.0,44.0,1.219,1.326,0.85,High
P00523,072,0.217,5.0,23.0,0.921,58.0,63.0,3.726,22.296,0.161,Incorrect
,,,,,,,,,,,Incorrect
P14633,004,0.0,0.0,1.0,1.0,13.0,13.0,9.06,33.79,0.029,Incorrect
P00523,020,0.0,0.0,10.0,1.0,63.0,63.0,11.481,55.205,0.013,Incorrect
Q8NQJ3,074,0.0,0.0,0.0,0.0,0.0,0.0,14.182,38.504,0.019,Incorrect
Q02750,U10-001,0.841,74.0,88.0,0.119,10.0,84.0,1.924,2.855,0.706,Medium
P35520,022,0.189,7.0,37.0,0.86,43.0,50.0,23.476,32.602,0.086,Incorrect
P32527,012,0.897,35.0,39.0,0.205,9.0,44.0,1.35,1.101,0.811,High
Q04929,U100-001,0.3,3.0,10.0,0.0,0.0,3.0,2.362,9.467,0.345,Acceptable
P35520,109,0.077,7.0,91.0,0.86,43.0,50.0,22.803,55.217,0.035,Incorrect
P53042,U100-001,0.667,26.0,39.0,0.435,20.0,46.0,1.947,4.878,0.597,Medium
Q83RJ4,U10-009,0.0,0.0,7.0,1.0,43.0,43.0,15.231,44.105,0.015,Incorrect
Q63450,257,0.0,0.0,4.0,1.0,73.0,73.0,11.879,13.694,0.098,Incorrect
P27577,019,0.121,4.0,33.0,0.909,40.0,44.0,8.801,17.359,0.114,Incorrect
P12931,145,0.0,0.0,16.0,1.0,60.0,60.0,15.577,58.832,0.01,Incorrect
Q3KK31,008,0.176,3.0,17.0,0.973,107.0,110.0,12.343,62.833,0.07,Incorrect
Q8RT31,U10-002,0.0,0.0,15.0,1.0,66.0,66.0,8.036,50.166,0.021,Incorrect
P32527,022,0.917,33.0,36.0,0.25,11.0,44.0,1.181,1.055,0.84,High
B5XAZ0,U100-002,0.964,27.0,28.0,0.0,0.0,27.0,0.181,0.525,0.982,High
P31016,034,0.0,0.0,3.0,1.0,11.0,11.0,21.684,69.518,0.006,Incorrect
P62826,034,1.0,2.0,2.0,0.0,0.0,2.0,3.794,12.333,0.486,Acceptable
P53686,U100-003,0.294,5.0,17.0,0.881,37.0,42.0,3.032,6.085,0.384,Acceptable
P29350,018,0.0,0.0,0.0,1.0,20.0,20.0,13.873,50.304,0.013,Incorrect
O76074,002,0.667,4.0,6.0,0.429,3.0,7.0,3.376,13.401,0.373,Acceptable
P28482,146,0.372,32.0,86.0,0.549,39.0,71.0,11.538,25.064,0.164,Incorrect
Q3KK31,011,0.182,2.0,11.0,0.982,108.0,110.0,14.875,46.565,0.075,Incorrect
Q63450,161,0.0,0.0,27.0,1.0,73.0,73.0,12.355,24.944,0.04,Incorrect
Q63450,294,0.0,0.0,4.0,1.0,73.0,73.0,10.997,41.847,0.019,Incorrect
Q02750,023,0.644,38.0,59.0,0.548,46.0,84.0,4.627,6.316,0.461,Acceptable
B5XAZ0,030,0.429,9.0,21.0,0.667,18.0,27.0,7.099,6.988,0.356,Acceptable
B5XAZ0,018,0.889,24.0,27.0,0.111,3.0,27.0,2.692,6.388,0.588,Medium
P62826,073,1.0,1.0,1.0,0.5,1.0,2.0,6.94,34.312,0.367,Acceptable
Q3KK31,U100-007,0.675,56.0,83.0,0.491,54.0,110.0,2.059,5.286,0.581,Medium
P28482,009,0.198,17.0,86.0,0.761,54.0,71.0,9.117,19.056,0.13,Incorrect
P28482,007,0.679,57.0,84.0,0.197,14.0,71.0,1.373,3.263,0.698,Medium
P32527,013,0.911,41.0,45.0,0.068,3.0,44.0,0.638,0.816,0.916,High
Q58719,014,0.677,44.0,65.0,0.333,22.0,66.0,10.15,28.723,0.26,Acceptable
Q63450,242,0.0,0.0,34.0,1.0,73.0,73.0,14.085,40.654,0.018,Incorrect
P35520,106,0.12,3.0,25.0,0.94,47.0,50.0,17.49,43.358,0.055,Incorrect
Q63450,001,0.784,40.0,51.0,0.452,33.0,73.0,5.435,21.055,0.332,Acceptable
P27577,003,0.455,15.0,33.0,0.659,29.0,44.0,3.322,11.801,0.322,Acceptable
Q3KK31,130,0.073,3.0,41.0,0.973,107.0,110.0,12.224,31.747,0.052,Incorrect
Q02750,040,0.7,70.0,100.0,0.167,14.0,84.0,6.623,9.835,0.392,Acceptable
P22681,018,0.2,5.0,25.0,0.889,40.0,45.0,9.722,18.143,0.134,Incorrect
Q63450,174,0.0,0.0,54.0,1.0,73.0,73.0,18.288,39.086,0.017,Incorrect
Q63450,232,0.379,33.0,87.0,0.548,40.0,73.0,3.455,4.511,0.439,Acceptable
P35520,041,0.467,7.0,15.0,0.86,43.0,50.0,21.224,64.818,0.163,Incorrect
Q83RJ4,003,0.0,0.0,4.0,1.0,43.0,43.0,5.064,12.588,0.131,Incorrect
Q3KK31,059,0.105,2.0,19.0,0.982,108.0,110.0,12.883,54.928,0.047,Incorrect
P00523,092,0.0,0.0,8.0,1.0,63.0,63.0,4.954,60.439,0.034,Incorrect
B5XAZ0,100,0.25,4.0,16.0,0.852,23.0,27.0,10.643,22.882,0.13,Incorrect
P35520,062,0.087,6.0,69.0,0.88,44.0,50.0,12.598,36.108,0.051,Incorrect
Q63450,297,0.0,0.0,5.0,1.0,73.0,73.0,7.368,24.852,0.048,Incorrect
Q8NQJ3,013,0.0,0.0,1.0,0.0,0.0,0.0,3.201,13.235,0.157,Incorrect
Q83RJ4,U10-006,0.0,0.0,4.0,1.0,43.0,43.0,17.134,29.018,0.029,Incorrect
Q8NQJ3,004,0.0,0.0,1.0,0.0,0.0,0.0,8.909,17.57,0.072,Incorrect
O60741,U10-005,0.5,12.0,24.0,0.797,47.0,59.0,6.091,37.961,0.202,Incorrect
P28482,U100-007,0.731,57.0,78.0,0.197,14.0,71.0,1.96,4.952,0.616,Medium
P62826,091,0.0,0.0,5.0,1.0,2.0,2.0,15.93,50.836,0.012,Incorrect
,,,,,,,,,,,Incorrect
Q3KK31,053,0.214,3.0,14.0,0.973,107.0,110.0,13.253,57.74,0.083,Incorrect
P12931,159,0.0,0.0,0.0,1.0,60.0,60.0,7.663,63.926,0.018,Incorrect
,,,,,,,,,,,Incorrect
P62826,046,0.0,0.0,1.0,1.0,2.0,2.0,4.573,29.707,0.058,Incorrect
,,,,,,,,,,,Incorrect
P28482,084,0.62,57.0,92.0,0.197,14.0,71.0,2.356,5.88,0.528,Medium
P62826,U100-001,1.0,2.0,2.0,0.0,0.0,2.0,0.714,18.414,0.664,Medium
P28482,189,0.561,46.0,82.0,0.352,25.0,71.0,2.889,6.33,0.472,Acceptable
P00523,147,0.0,0.0,9.0,1.0,63.0,63.0,12.671,60.214,0.011,Incorrect
P12931,009,0.0,0.0,10.0,1.0,60.0,60.0,11.699,53.722,0.014,Incorrect
P35520,038,0.714,35.0,49.0,0.3,15.0,50.0,14.151,37.884,0.258,Acceptable
P53686,004,0.444,4.0,9.0,0.905,38.0,42.0,3.947,7.24,0.383,Acceptable
Q3KK31,063,0.5,3.0,6.0,0.973,107.0,110.0,8.437,56.998,0.184,Incorrect
P35520,U100-000,0.898,44.0,49.0,0.12,6.0,50.0,1.072,4.379,0.783,Medium
P53686,U100-000,0.294,10.0,34.0,0.762,32.0,42.0,3.088,6.543,0.371,Acceptable
P28482,148,0.493,34.0,69.0,0.521,37.0,71.0,7.899,20.478,0.225,Incorrect
O76074,U100-005,0.857,6.0,7.0,0.143,1.0,7.0,2.6,9.102,0.524,Medium
P53042,U100-008,0.744,29.0,39.0,0.37,17.0,46.0,1.591,4.581,0.663,Medium
O60741,U10-000,0.303,10.0,33.0,0.831,49.0,59.0,15.229,34.437,0.123,Incorrect
P35520,U10-008,0.6,3.0,5.0,0.94,47.0,50.0,21.198,47.757,0.212,Incorrect
P35520,094,0.115,7.0,61.0,0.86,43.0,50.0,12.771,51.857,0.052,Incorrect
,,,,,,,,,,,Incorrect
Q3KK31,098,0.273,3.0,11.0,0.973,107.0,110.0,14.907,61.654,0.1,Incorrect
Q83RJ4,U100-000,0.0,0.0,3.0,1.0,43.0,43.0,11.904,49.685,0.015,Incorrect
P28482,299,0.472,42.0,89.0,0.408,29.0,71.0,2.904,9.347,0.378,Acceptable
Q95PM0,U100-000,0.96,48.0,50.0,0.111,6.0,54.0,0.431,0.382,0.961,High
Q58719,019,0.708,34.0,48.0,0.485,32.0,66.0,11.246,26.627,0.273,Acceptable
B5XAZ0,052,0.167,3.0,18.0,0.889,24.0,27.0,8.547,20.388,0.115,Incorrect
P31016,U100-006,0.917,11.0,12.0,0.0,0.0,11.0,0.524,1.245,0.929,High
Q63450,201,0.17,8.0,47.0,0.89,65.0,73.0,6.917,18.805,0.128,Incorrect
B5XAZ0,032,0.188,3.0,16.0,0.889,24.0,27.0,11.847,23.911,0.105,Incorrect
O08967,012,0.111,1.0,9.0,0.983,59.0,60.0,10.645,25.894,0.076,Incorrect
P35520,154,0.4,6.0,15.0,0.88,44.0,50.0,20.262,41.169,0.149,Incorrect
Q3KK31,090,0.214,3.0,14.0,0.973,107.0,110.0,16.8,60.786,0.08,Incorrect
P13864,U10-006,0.0,0.0,95.0,1.0,1.0,1.0,37.734,69.357,0.005,Incorrect
Q63450,125,0.0,0.0,13.0,1.0,73.0,73.0,9.156,43.311,0.021,Incorrect
Q3KK31,U100-002,0.713,57.0,80.0,0.482,53.0,110.0,1.828,4.196,0.64,Medium
P31016,008,0.0,0.0,33.0,1.0,11.0,11.0,10.912,66.011,0.012,Incorrect
,,,,,,,,,,,Incorrect
P35520,059,0.259,7.0,27.0,0.86,43.0,50.0,16.73,57.998,0.096,Incorrect
Q63450,093,0.683,28.0,41.0,0.616,45.0,73.0,7.182,16.471,0.312,Acceptable
P28482,066,0.288,21.0,73.0,0.704,50.0,71.0,13.449,27.52,0.129,Incorrect
P31016,U10-005,0.857,6.0,7.0,0.455,5.0,11.0,0.856,2.787,0.838,High
P22681,U100-005,0.119,5.0,42.0,0.889,40.0,45.0,13.22,23.787,0.082,Incorrect
O60741,U100-005,0.234,11.0,47.0,0.814,48.0,59.0,12.244,24.033,0.12,Incorrect
Q02750,027,0.863,69.0,80.0,0.179,15.0,84.0,7.936,6.678,0.505,Medium
P62826,032,0.333,1.0,3.0,0.5,1.0,2.0,10.075,51.414,0.127,Incorrect
P12931,U100-000,0.909,30.0,33.0,0.5,30.0,60.0,1.948,7.364,0.618,Medium
,,,,,,,,,,,Incorrect
P29350,006,0.0,0.0,0.0,1.0,20.0,20.0,8.171,56.18,0.018,Incorrect
O76074,011,0.0,0.0,0.0,1.0,7.0,7.0,11.292,65.605,0.011,Incorrect
P35520,135,0.15,6.0,40.0,0.88,44.0,50.0,19.621,38.901,0.067,Incorrect
B5XAZ0,084,0.333,3.0,9.0,0.889,24.0,27.0,13.362,16.615,0.184,Incorrect
P35520,U100-009,0.94,47.0,50.0,0.06,3.0,50.0,1.028,5.754,0.769,Medium
O08967,002,0.056,1.0,18.0,0.983,59.0,60.0,7.834,29.347,0.056,Incorrect
Q3KK31,002,0.095,2.0,21.0,0.982,108.0,110.0,13.684,40.468,0.05,Incorrect
Q63450,057,0.0,0.0,15.0,1.0,73.0,73.0,10.223,22.473,0.049,Incorrect
P53686,065,0.0,0.0,1.0,1.0,42.0,42.0,5.973,22.376,0.062,Incorrect
Q96BN8,U100-005,0.705,93.0,132.0,0.162,18.0,111.0,4.092,24.661,0.31,Acceptable
P53686,U100-008,0.0,0.0,1.0,1.0,42.0,42.0,3.775,29.645,0.071,Incorrect
P00579,U100-008,0.0,0.0,19.0,0.0,0.0,0.0,19.836,58.177,0.009,Incorrect
P31016,066,0.0,0.0,0.0,1.0,11.0,11.0,6.556,30.745,0.04,Incorrect
Q04929,U10-006,0.118,2.0,17.0,0.333,1.0,3.0,3.421,8.077,0.268,Acceptable
Q3KK31,U10-008,0.103,4.0,39.0,0.964,106.0,110.0,12.546,27.952,0.067,Incorrect
B5XAZ0,033,0.389,7.0,18.0,0.741,20.0,27.0,4.858,14.417,0.245,Acceptable
P28482,147,0.437,31.0,71.0,0.563,40.0,71.0,6.136,13.38,0.26,Acceptable
P53042,055,0.0,0.0,6.0,1.0,46.0,46.0,12.262,41.525,0.018,Incorrect
P00523,141,0.111,1.0,9.0,0.984,62.0,63.0,5.571,49.425,0.069,Incorrect
P62826,062,1.0,1.0,1.0,0.5,1.0,2.0,4.782,43.214,0.376,Acceptable
P32527,031,0.892,33.0,37.0,0.25,11.0,44.0,1.219,1.366,0.823,High
P53686,051,0.0,0.0,1.0,1.0,42.0,42.0,2.892,29.306,0.097,Incorrect
P28482,U10-005,0.654,53.0,81.0,0.254,18.0,71.0,1.669,3.864,0.643,Medium
