	uniprot	pdb	region_1	region_2	af_filename	chain	cluster	cf_filename
148	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
149	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
150	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
151	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
152	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
153	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
154	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
155	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
156	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
157	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
158	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-003	D9N168_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
159	D9N168	8scg	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-004	D9N168_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
160	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-007	D9N168_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
161	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-004	D9N168_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
162	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-005	D9N168_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
163	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-002	D9N168_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
164	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-009	D9N168_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
165	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-006	D9N168_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
166	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-001	D9N168_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
167	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-006	D9N168_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
168	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
169	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
170	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
171	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
172	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
173	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
174	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
175	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
176	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
177	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
178	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-003	D9N168_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
179	D9N168	8sci	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-004	D9N168_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
180	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-007	D9N168_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
181	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-004	D9N168_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
182	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-005	D9N168_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
183	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-002	D9N168_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
184	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-009	D9N168_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
185	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-006	D9N168_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
186	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-001	D9N168_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
187	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-006	D9N168_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
188	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
189	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
190	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
191	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
192	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
193	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
194	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
195	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
196	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
197	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
198	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-003	D9N168_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
199	D9N168	8scj	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-004	D9N168_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
200	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-007	D9N168_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
201	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-004	D9N168_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
202	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-005	D9N168_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
203	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-002	D9N168_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
204	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-009	D9N168_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
205	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-006	D9N168_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
206	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-001	D9N168_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
207	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-006	D9N168_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
208	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
209	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
210	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
211	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
212	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
213	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
214	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
215	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
216	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
217	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
218	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-003	D9N168_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
219	D9N168	8sck	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-004	D9N168_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
220	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-007	D9N168_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
221	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-004	D9N168_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
222	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-005	D9N168_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
223	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-002	D9N168_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
224	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-009	D9N168_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
225	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-006	D9N168_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
226	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-001	D9N168_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
227	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-006	D9N168_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
228	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
229	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
230	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
231	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
232	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
233	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
234	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
235	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
236	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
237	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
238	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-003	D9N168_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
239	D9N168	8scl	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-004	D9N168_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
240	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-007	D9N168_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
241	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-004	D9N168_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
242	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-005	D9N168_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
243	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-002	D9N168_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
244	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-009	D9N168_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
245	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-006	D9N168_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
246	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-001	D9N168_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
247	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-006	D9N168_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
248	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
249	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
250	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
251	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
252	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
253	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
254	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
255	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
256	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
257	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
258	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-003	D9N168_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
259	D9N168	8scm	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-004	D9N168_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
260	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-007	D9N168_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
261	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-004	D9N168_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
262	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-005	D9N168_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
263	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-002	D9N168_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
264	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-009	D9N168_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
265	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-006	D9N168_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
266	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-001	D9N168_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
267	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-006	D9N168_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
268	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
269	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
270	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
271	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
272	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
273	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
274	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
275	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
276	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
277	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
278	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-003	D9N168_U100-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
279	D9N168	8scn	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-004	D9N168_U10-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
280	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-007	D9N168_U10-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
281	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-004	D9N168_U100-004_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
282	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-005	D9N168_U10-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
283	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-002	D9N168_U100-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
284	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-009	D9N168_U10-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
285	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-006	D9N168_U100-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_4_seed_000.pdb
286	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-001	D9N168_U10-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_5_seed_000.pdb
287	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-006	D9N168_U10-006_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
288	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-000	D9N168_U100-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
289	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-008	D9N168_U100-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
290	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-003	D9N168_U10-003_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
291	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-002	D9N168_U10-002_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
292	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-001	D9N168_U100-001_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
293	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-005	D9N168_U100-005_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
294	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-007	D9N168_U100-007_unrelaxed_rank_001_alphafold2_multimer_v2_model_3_seed_000.pdb
295	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U100-009	D9N168_U100-009_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
296	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-008	D9N168_U10-008_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
297	D9N168	8sco	3-169	336-543	AF-D9N168-F1-model_v4.cif	A	U10-000	D9N168_U10-000_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb
