uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
O16025,U10-005,0.8,52.0,65.0,0.188,12.0,64.0,1.242,1.715,0.785,Medium
F2Z6J5,076,0.217,5.0,23.0,0.9,45.0,50.0,10.748,19.171,0.134,Incorrect
P0AG30,255,0.75,6.0,8.0,0.833,30.0,36.0,5.939,41.056,0.284,Acceptable
E1K248,254,0.0,0.0,21.0,1.0,45.0,45.0,9.854,26.112,0.039,Incorrect
P04807,130,0.659,29.0,44.0,0.094,3.0,32.0,1.948,2.97,0.641,Medium
A0A3B6UEQ0,U100-002,0.757,28.0,37.0,0.152,5.0,33.0,0.925,1.906,0.811,High
O68880,041,0.964,80.0,83.0,0.111,10.0,90.0,0.562,1.573,0.936,High
A0A3B6UEQ0,090,0.0,0.0,23.0,1.0,33.0,33.0,11.167,26.249,0.038,Incorrect
G0WVH3,145,0.0,0.0,0.0,1.0,30.0,30.0,14.816,25.51,0.037,Incorrect
E1K248,148,0.121,4.0,33.0,0.911,41.0,45.0,11.77,23.832,0.083,Incorrect
P0AG30,202,0.941,32.0,34.0,0.111,4.0,36.0,0.979,1.449,0.871,High
P14677,083,0.917,33.0,36.0,0.057,2.0,35.0,0.413,1.006,0.944,High
H6SG27,271,0.0,0.0,0.0,1.0,17.0,17.0,8.324,17.789,0.072,Incorrect
P23687,339,0.298,39.0,131.0,0.868,257.0,296.0,6.758,10.374,0.249,Acceptable
P0AG30,294,0.75,15.0,20.0,0.583,21.0,36.0,2.587,6.894,0.535,Medium
P04958,U10-007,0.795,194.0,244.0,0.345,102.0,296.0,6.78,15.497,0.358,Acceptable
Q72AS4,089,0.071,1.0,14.0,0.977,42.0,43.0,11.57,20.152,0.08,Incorrect
Q7KLV9,038,0.261,12.0,46.0,0.733,33.0,45.0,3.842,13.191,0.229,Incorrect
O68880,070,0.738,59.0,80.0,0.344,31.0,90.0,1.994,3.921,0.641,Medium
P0AG30,050,0.522,12.0,23.0,0.667,24.0,36.0,3.686,8.249,0.393,Acceptable
F2Z6J5,030,0.037,2.0,54.0,0.96,48.0,50.0,12.57,26.408,0.048,Incorrect
E1K248,062,0.07,3.0,43.0,0.933,42.0,45.0,11.754,24.755,0.064,Incorrect
P23687,205,0.586,106.0,181.0,0.642,190.0,296.0,4.67,5.347,0.465,Acceptable
G0WVH3,106,0.0,0.0,0.0,1.0,30.0,30.0,3.107,16.89,0.13,Incorrect
P23687,321,0.707,145.0,205.0,0.51,151.0,296.0,3.535,3.883,0.562,Medium
F2Z6J5,200,0.0,0.0,31.0,1.0,50.0,50.0,10.863,19.724,0.058,Incorrect
Q7KLV9,048,0.4,14.0,35.0,0.689,31.0,45.0,4.826,30.594,0.187,Incorrect
H6SG27,009,0.0,0.0,3.0,1.0,17.0,17.0,15.15,25.199,0.037,Incorrect
,,,,,,,,,,,Incorrect
P23687,327,0.511,95.0,186.0,0.679,201.0,296.0,5.644,9.735,0.336,Acceptable
P23687,290,0.5,22.0,44.0,0.926,274.0,296.0,12.005,29.321,0.198,Incorrect
G0WVH3,027,0.0,0.0,0.0,1.0,30.0,30.0,7.241,37.621,0.03,Incorrect
O60729,U100-007,0.868,66.0,76.0,0.057,4.0,70.0,0.611,1.174,0.902,High
E1K248,085,0.0,0.0,10.0,1.0,45.0,45.0,10.534,19.834,0.058,Incorrect
Q9I5E6,022,0.44,33.0,75.0,0.602,50.0,83.0,4.965,8.416,0.343,Acceptable
F2Z6J5,U100-007,0.935,43.0,46.0,0.14,7.0,50.0,1.48,1.927,0.798,Medium
H6SG27,083,0.0,0.0,7.0,1.0,17.0,17.0,15.667,26.938,0.033,Incorrect
H6SG27,161,0.0,0.0,2.0,1.0,17.0,17.0,17.753,11.941,0.114,Incorrect
Q51504,025,0.0,0.0,5.0,1.0,61.0,61.0,23.549,57.472,0.008,Incorrect
E1K248,077,0.091,2.0,22.0,0.956,43.0,45.0,11.24,27.628,0.065,Incorrect
E1K248,159,0.125,3.0,24.0,0.933,42.0,45.0,11.132,21.285,0.093,Incorrect
P04807,003,0.75,30.0,40.0,0.062,2.0,32.0,1.349,3.736,0.714,Medium
A0A0F7R6G7,U100-003,0.818,27.0,33.0,0.1,3.0,30.0,0.445,0.644,0.911,High
E1K248,197,0.027,1.0,37.0,0.978,44.0,45.0,10.789,17.911,0.077,Incorrect
A0A3B6UEQ0,030,0.25,7.0,28.0,0.788,26.0,33.0,5.041,7.967,0.288,Acceptable
P04807,U100-007,0.727,32.0,44.0,0.0,0.0,32.0,1.102,3.358,0.747,Medium
P0AG30,203,0.944,34.0,36.0,0.056,2.0,36.0,0.669,0.722,0.924,High
A0A0A0V031,002,0.0,0.0,0.0,1.0,27.0,27.0,9.688,19.303,0.062,Incorrect
P04807,078,0.651,28.0,43.0,0.125,4.0,32.0,2.425,5.2,0.552,Medium
E1K248,173,0.104,7.0,67.0,0.844,38.0,45.0,11.172,26.145,0.073,Incorrect
P0AG30,133,0.914,32.0,35.0,0.111,4.0,36.0,1.315,0.824,0.823,High
P04807,087,0.519,27.0,52.0,0.156,5.0,32.0,6.269,5.386,0.429,Acceptable
Q9I5E6,U100-000,0.83,73.0,88.0,0.12,10.0,83.0,0.478,0.876,0.909,High
Q72AS4,181,0.032,1.0,31.0,0.977,42.0,43.0,11.171,23.288,0.056,Incorrect
Q72AS4,094,0.069,4.0,58.0,0.907,39.0,43.0,10.8,18.643,0.087,Incorrect
Q7KLV9,090,0.222,8.0,36.0,0.822,37.0,45.0,10.607,43.055,0.093,Incorrect
P23687,009,0.523,79.0,151.0,0.733,217.0,296.0,8.968,11.348,0.303,Acceptable
P0AG30,312,0.938,30.0,32.0,0.167,6.0,36.0,0.826,0.631,0.9,High
G0WVH3,140,0.0,0.0,4.0,1.0,30.0,30.0,11.43,35.103,0.024,Incorrect
P23687,307,0.394,50.0,127.0,0.831,246.0,296.0,8.583,7.924,0.319,Acceptable
Q7KLV9,074,0.113,6.0,53.0,0.867,39.0,45.0,11.131,43.186,0.056,Incorrect
,,,,,,,,,,,Incorrect
H6SG27,221,0.2,1.0,5.0,0.941,16.0,17.0,3.54,12.422,0.224,Incorrect
P14677,069,0.194,6.0,31.0,0.829,29.0,35.0,6.741,17.957,0.141,Incorrect
E1K248,171,0.125,1.0,8.0,0.978,44.0,45.0,11.085,22.27,0.09,Incorrect
O68880,086,0.811,73.0,90.0,0.189,17.0,90.0,0.968,2.26,0.817,High
G0WVH3,016,0.231,3.0,13.0,0.9,27.0,30.0,6.549,16.716,0.162,Incorrect
P0AG30,027,0.75,27.0,36.0,0.25,9.0,36.0,1.512,1.509,0.738,Medium
P04807,164,0.186,11.0,59.0,0.656,21.0,32.0,11.136,16.531,0.138,Incorrect
Q7KLV9,011,0.206,7.0,34.0,0.844,38.0,45.0,5.006,28.594,0.123,Incorrect
P0AG30,045,0.889,32.0,36.0,0.111,4.0,36.0,0.908,1.157,0.868,High
G0WVH3,029,0.0,0.0,0.0,1.0,30.0,30.0,7.261,29.605,0.039,Incorrect
P23687,223,0.475,94.0,198.0,0.682,202.0,296.0,6.443,6.894,0.376,Acceptable
A0A3B6UEQ0,059,0.071,3.0,42.0,0.909,30.0,33.0,11.744,21.243,0.075,Incorrect
Q9I5E6,071,0.0,0.0,4.0,1.0,83.0,83.0,13.868,57.939,0.011,Incorrect
P14677,105,0.943,33.0,35.0,0.057,2.0,35.0,0.361,0.854,0.959,High
P23687,080,0.431,72.0,167.0,0.757,224.0,296.0,6.419,12.721,0.264,Acceptable
A0A140DJY3,U10-009,0.0,0.0,5.0,1.0,28.0,28.0,11.593,25.964,0.038,Incorrect
H6SG27,240,0.0,0.0,4.0,1.0,17.0,17.0,7.885,15.837,0.086,Incorrect
Q72AS4,028,0.167,2.0,12.0,0.953,41.0,43.0,10.435,26.425,0.094,Incorrect
Q72AS4,120,0.089,4.0,45.0,0.907,39.0,43.0,12.838,16.849,0.102,Incorrect
O68880,027,0.935,86.0,92.0,0.044,4.0,90.0,0.474,1.034,0.943,High
A0A3B6UEQ0,049,0.062,1.0,16.0,0.97,32.0,33.0,11.44,26.351,0.058,Incorrect
Q72AS4,085,0.042,1.0,24.0,0.977,42.0,43.0,12.208,17.148,0.085,Incorrect
H6SG27,257,0.0,0.0,0.0,1.0,17.0,17.0,10.138,24.154,0.044,Incorrect
A0A3B6UEQ0,107,0.0,0.0,23.0,1.0,33.0,33.0,13.491,29.445,0.03,Incorrect
P0AG30,205,0.886,31.0,35.0,0.139,5.0,36.0,0.813,0.957,0.882,High
P23687,246,0.377,66.0,175.0,0.777,230.0,296.0,6.12,8.452,0.312,Acceptable
P04807,092,0.364,12.0,33.0,0.625,20.0,32.0,7.441,11.3,0.255,Acceptable
P23687,U100-000,0.893,276.0,309.0,0.068,20.0,296.0,0.675,0.502,0.907,High
P14677,U100-003,0.971,33.0,34.0,0.057,2.0,35.0,0.276,0.413,0.979,High
F2Z6J5,U10-003,0.286,10.0,35.0,0.8,40.0,50.0,6.375,10.956,0.238,Acceptable
P04807,058,0.403,29.0,72.0,0.094,3.0,32.0,4.263,8.889,0.33,Acceptable
P23687,127,0.366,53.0,145.0,0.821,243.0,296.0,11.102,15.611,0.204,Incorrect
P0AG30,195,0.8,32.0,40.0,0.111,4.0,36.0,1.251,3.435,0.75,Medium
P23687,170,0.557,93.0,167.0,0.686,203.0,296.0,6.437,8.682,0.366,Acceptable
H6SG27,062,0.0,0.0,18.0,1.0,17.0,17.0,6.207,23.815,0.056,Incorrect
E1K248,132,0.222,4.0,18.0,0.911,41.0,45.0,11.768,21.351,0.125,Incorrect
A0A0A0V031,U10-001,0.833,25.0,30.0,0.074,2.0,27.0,5.437,3.227,0.593,Medium
E1K248,111,0.143,7.0,49.0,0.844,38.0,45.0,10.874,26.227,0.086,Incorrect
P0AG30,181,0.675,27.0,40.0,0.25,9.0,36.0,1.586,2.547,0.688,Medium
O68880,109,0.91,61.0,67.0,0.322,29.0,90.0,1.642,5.527,0.689,Medium
E1K248,239,0.333,4.0,12.0,0.911,41.0,45.0,9.639,20.716,0.167,Incorrect
Q7KLV9,046,0.633,31.0,49.0,0.311,14.0,45.0,3.542,27.084,0.291,Acceptable
P23687,229,0.51,104.0,204.0,0.649,192.0,296.0,6.379,9.378,0.338,Acceptable
H6SG27,084,0.0,0.0,2.0,1.0,17.0,17.0,6.281,17.538,0.081,Incorrect
P04807,123,0.676,23.0,34.0,0.281,9.0,32.0,7.354,8.786,0.4,Acceptable
H6SG27,249,0.0,0.0,0.0,1.0,17.0,17.0,5.196,9.423,0.175,Incorrect
P0AG30,120,0.917,33.0,36.0,0.083,3.0,36.0,1.032,1.156,0.859,High
Q51504,011,0.0,0.0,0.0,1.0,61.0,61.0,23.288,53.425,0.01,Incorrect
P23687,141,0.367,66.0,180.0,0.777,230.0,296.0,9.046,13.668,0.224,Incorrect
Q72AS4,010,0.837,41.0,49.0,0.047,2.0,43.0,2.363,3.213,0.666,Medium
P0AG30,285,0.781,25.0,32.0,0.306,11.0,36.0,2.989,2.128,0.641,Medium
P23687,099,0.748,190.0,254.0,0.358,106.0,296.0,2.624,2.809,0.632,Medium
P04807,118,0.531,17.0,32.0,0.469,15.0,32.0,5.56,9.139,0.354,Acceptable
Q9I5E6,018,0.426,43.0,101.0,0.482,40.0,83.0,4.697,5.327,0.412,Acceptable
Q72AS4,114,0.222,4.0,18.0,0.907,39.0,43.0,9.882,18.434,0.14,Incorrect
O68880,U10-007,0.955,84.0,88.0,0.067,6.0,90.0,0.354,0.954,0.963,High
Q9I5E6,005,0.261,24.0,92.0,0.711,59.0,83.0,6.683,11.484,0.221,Incorrect
P14677,U10-000,0.943,33.0,35.0,0.057,2.0,35.0,0.368,1.112,0.956,High
P0AG30,084,0.652,30.0,46.0,0.167,6.0,36.0,1.514,2.954,0.68,Medium
P04807,177,0.186,8.0,43.0,0.75,24.0,32.0,10.889,14.987,0.149,Incorrect
Q51504,023,0.148,4.0,27.0,0.934,57.0,61.0,16.756,38.042,0.068,Incorrect
,,,,,,,,,,,Incorrect
Q7KLV9,041,0.158,6.0,38.0,0.867,39.0,45.0,7.086,19.871,0.118,Incorrect
P04807,111,0.535,23.0,43.0,0.281,9.0,32.0,4.385,8.279,0.384,Acceptable
F2Z6J5,U100-006,0.957,45.0,47.0,0.1,5.0,50.0,0.603,1.687,0.927,High
Q7KLV9,069,0.878,43.0,49.0,0.044,2.0,45.0,0.853,14.837,0.627,Medium
P04807,149,0.517,31.0,60.0,0.031,1.0,32.0,5.401,10.733,0.325,Acceptable
O68880,014,0.967,87.0,90.0,0.033,3.0,90.0,0.375,0.849,0.966,High
E1K248,247,0.0,0.0,25.0,1.0,45.0,45.0,10.467,18.156,0.067,Incorrect
P04807,093,0.429,27.0,63.0,0.156,5.0,32.0,4.233,5.209,0.422,Acceptable
Q7KLV9,021,0.034,4.0,119.0,0.911,41.0,45.0,32.1,46.949,0.023,Incorrect
F2Z6J5,230,0.059,1.0,17.0,0.98,49.0,50.0,13.102,21.138,0.07,Incorrect
P0AG30,114,0.784,29.0,37.0,0.194,7.0,36.0,1.358,1.325,0.77,Medium
A0A3B6UEQ0,006,0.051,2.0,39.0,0.939,31.0,33.0,13.182,27.519,0.05,Incorrect
F2Z6J5,228,0.114,4.0,35.0,0.92,46.0,50.0,13.326,22.565,0.084,Incorrect
P0AG30,200,0.775,31.0,40.0,0.139,5.0,36.0,1.352,2.467,0.75,Medium
P23687,010,0.49,72.0,147.0,0.757,224.0,296.0,7.11,12.56,0.282,Acceptable
P0AG30,235,0.7,28.0,40.0,0.222,8.0,36.0,1.507,1.864,0.717,Medium
P23687,157,0.491,79.0,161.0,0.733,217.0,296.0,7.025,9.473,0.327,Acceptable
P23687,030,0.489,67.0,137.0,0.774,229.0,296.0,9.357,11.314,0.292,Acceptable
E1K248,103,0.161,5.0,31.0,0.889,40.0,45.0,12.524,26.167,0.09,Incorrect
P0AG30,118,0.44,11.0,25.0,0.694,25.0,36.0,6.824,10.737,0.29,Acceptable
Q72AS4,059,0.138,4.0,29.0,0.907,39.0,43.0,10.488,19.042,0.108,Incorrect
P04807,227,0.571,28.0,49.0,0.125,4.0,32.0,4.375,7.427,0.415,Acceptable
P14677,077,0.943,33.0,35.0,0.057,2.0,35.0,0.357,0.749,0.961,High
Q7KLV9,059,0.588,30.0,51.0,0.333,15.0,45.0,4.424,26.954,0.261,Acceptable
H6SG27,025,0.0,0.0,1.0,1.0,17.0,17.0,3.39,12.328,0.162,Incorrect
F2Z6J5,051,0.125,3.0,24.0,0.94,47.0,50.0,8.514,17.36,0.116,Incorrect
P0AG30,043,0.919,34.0,37.0,0.056,2.0,36.0,0.501,0.957,0.935,High
F2Z6J5,085,0.019,1.0,53.0,0.98,49.0,50.0,12.019,22.189,0.054,Incorrect
G0WVH3,056,0.0,0.0,0.0,1.0,30.0,30.0,8.961,21.739,0.053,Incorrect
G0WVH3,169,0.0,0.0,2.0,1.0,30.0,30.0,9.87,44.783,0.019,Incorrect
P04807,215,0.628,27.0,43.0,0.156,5.0,32.0,5.902,5.895,0.455,Acceptable
F2Z6J5,067,0.278,5.0,18.0,0.9,45.0,50.0,12.084,24.756,0.133,Incorrect
P14677,112,0.391,9.0,23.0,0.743,26.0,35.0,9.3,21.678,0.183,Incorrect
P23687,302,0.478,54.0,113.0,0.818,242.0,296.0,9.866,14.875,0.249,Acceptable
G0WVH3,162,0.0,0.0,0.0,1.0,30.0,30.0,4.491,21.546,0.078,Incorrect
Q941M3,U10-008,0.0,0.0,22.0,1.0,14.0,14.0,16.616,29.414,0.028,Incorrect
A0A0H2WY27,U10-007,0.9,36.0,40.0,0.122,5.0,41.0,0.763,1.169,0.892,High
P04807,095,0.403,27.0,67.0,0.156,5.0,32.0,7.247,8.056,0.324,Acceptable
Q941M3,008,0.0,0.0,0.0,1.0,14.0,14.0,13.332,18.834,0.061,Incorrect
H6SG27,152,0.0,0.0,3.0,1.0,17.0,17.0,16.602,25.578,0.036,Incorrect
P04807,029,0.212,11.0,52.0,0.656,21.0,32.0,9.424,15.607,0.155,Incorrect
E1K248,262,0.0,0.0,23.0,1.0,45.0,45.0,14.477,23.219,0.043,Incorrect
P23687,204,0.378,56.0,148.0,0.811,240.0,296.0,9.36,9.92,0.276,Acceptable
E1K248,259,0.088,3.0,34.0,0.933,42.0,45.0,15.048,21.317,0.078,Incorrect
H6SG27,026,0.0,0.0,8.0,1.0,17.0,17.0,8.803,24.401,0.045,Incorrect
O68880,032,0.814,79.0,97.0,0.122,11.0,90.0,1.141,2.835,0.783,Medium
Q72AS4,035,0.077,1.0,13.0,0.977,42.0,43.0,8.978,21.637,0.079,Incorrect
Q72AS4,164,0.025,1.0,40.0,0.977,42.0,43.0,10.2,22.362,0.057,Incorrect
Q51504,013,0.074,4.0,54.0,0.934,57.0,61.0,20.164,35.289,0.045,Incorrect
P23687,020,0.48,82.0,171.0,0.723,214.0,296.0,8.0,10.832,0.298,Acceptable
P0AG30,U100-006,0.919,34.0,37.0,0.056,2.0,36.0,0.32,0.658,0.956,High
F2Z6J5,184,0.048,1.0,21.0,0.98,49.0,50.0,10.059,18.378,0.082,Incorrect
G0WVH3,065,0.0,0.0,0.0,1.0,30.0,30.0,1.647,22.353,0.193,Incorrect
P23687,164,0.703,175.0,249.0,0.409,121.0,296.0,2.709,2.931,0.61,Medium
P04807,153,0.265,9.0,34.0,0.719,23.0,32.0,7.732,9.608,0.247,Acceptable
H6SG27,046,0.0,0.0,1.0,1.0,17.0,17.0,7.669,15.724,0.088,Incorrect
G0WVH3,034,0.0,0.0,0.0,1.0,30.0,30.0,12.221,31.232,0.028,Incorrect
G0WVH3,190,0.0,0.0,1.0,1.0,30.0,30.0,14.982,31.864,0.025,Incorrect
E1K248,100,0.286,6.0,21.0,0.867,39.0,45.0,12.202,22.615,0.141,Incorrect
,,,,,,,,,,,Incorrect
H6SG27,037,0.0,0.0,1.0,1.0,17.0,17.0,17.162,24.386,0.039,Incorrect
P04807,194,0.132,7.0,53.0,0.781,25.0,32.0,11.003,7.499,0.238,Acceptable
G0WVH3,071,0.0,0.0,0.0,1.0,30.0,30.0,6.315,18.866,0.074,Incorrect
F2Z6J5,088,0.286,8.0,28.0,0.84,42.0,50.0,6.165,10.578,0.245,Acceptable
F2Z6J5,109,0.108,4.0,37.0,0.92,46.0,50.0,14.186,24.194,0.076,Incorrect
P0AG30,103,0.867,26.0,30.0,0.278,10.0,36.0,7.085,4.197,0.571,Medium
P23687,112,0.565,130.0,230.0,0.561,166.0,296.0,4.161,4.943,0.476,Acceptable
F2Z6J5,125,0.167,4.0,24.0,0.92,46.0,50.0,12.562,24.608,0.096,Incorrect
P59676,U10-004,0.971,33.0,34.0,0.057,2.0,35.0,0.337,0.52,0.973,High
P14677,107,0.917,33.0,36.0,0.057,2.0,35.0,3.047,5.692,0.601,Medium
E1K248,136,0.08,4.0,50.0,0.911,41.0,45.0,14.027,22.608,0.072,Incorrect
F2Z6J5,U10-007,0.111,4.0,36.0,0.92,46.0,50.0,6.839,13.559,0.146,Incorrect
P0AG30,046,0.941,32.0,34.0,0.111,4.0,36.0,0.506,1.167,0.94,High
,,,,,,,,,,,Incorrect
E1K248,227,0.0,0.0,12.0,1.0,45.0,45.0,14.1,28.579,0.031,Incorrect
Q72AS4,026,0.7,21.0,30.0,0.512,22.0,43.0,3.589,11.437,0.402,Acceptable
E1K248,110,1.0,4.0,4.0,0.911,41.0,45.0,8.291,23.898,0.381,Acceptable
P04807,064,0.547,29.0,53.0,0.094,3.0,32.0,2.879,5.823,0.48,Acceptable
Q72AS4,146,0.15,3.0,20.0,0.93,40.0,43.0,11.813,29.199,0.081,Incorrect
Q8GN86,U10-001,0.0,0.0,36.0,1.0,14.0,14.0,14.859,25.762,0.036,Incorrect
P0AG30,U10-003,0.892,33.0,37.0,0.083,3.0,36.0,0.456,0.538,0.934,High
H6SG27,194,0.0,0.0,0.0,1.0,17.0,17.0,7.437,27.353,0.042,Incorrect
O60729,U100-006,0.903,65.0,72.0,0.071,5.0,70.0,0.752,1.167,0.894,High
F2Z6J5,220,0.214,3.0,14.0,0.94,47.0,50.0,10.394,21.0,0.125,Incorrect
E1K248,240,0.081,3.0,37.0,0.933,42.0,45.0,14.344,21.305,0.076,Incorrect
A0A140DJY3,001,0.111,1.0,9.0,0.964,27.0,28.0,17.387,31.098,0.063,Incorrect
A0A3B6UEQ0,096,0.154,6.0,39.0,0.818,27.0,33.0,10.58,18.612,0.115,Incorrect
E1K248,084,0.061,2.0,33.0,0.956,43.0,45.0,10.367,19.375,0.081,Incorrect
H6SG27,126,0.0,0.0,9.0,1.0,17.0,17.0,5.396,16.841,0.092,Incorrect
F2Z6J5,073,0.038,1.0,26.0,0.98,49.0,50.0,10.737,18.535,0.077,Incorrect
Q72AS4,U10-002,0.353,18.0,51.0,0.581,25.0,43.0,6.818,8.716,0.296,Acceptable
H6SG27,074,0.0,0.0,0.0,1.0,17.0,17.0,11.184,66.165,0.011,Incorrect
A0A0H2WY27,002,0.884,38.0,43.0,0.073,3.0,41.0,0.455,1.785,0.919,High
O60729,012,0.725,50.0,69.0,0.286,20.0,70.0,2.532,6.762,0.532,Medium
Q9I5E6,U10-004,0.566,43.0,76.0,0.482,40.0,83.0,3.707,8.649,0.399,Acceptable
O68880,052,0.91,81.0,89.0,0.1,9.0,90.0,0.657,1.578,0.905,High
E1K248,051,0.235,4.0,17.0,0.911,41.0,45.0,10.354,24.049,0.122,Incorrect
P23687,073,0.618,136.0,220.0,0.541,160.0,296.0,4.199,5.177,0.487,Acceptable
P04807,214,0.426,23.0,54.0,0.281,9.0,32.0,4.728,6.685,0.378,Acceptable
G0WVH3,012,0.0,0.0,0.0,1.0,30.0,30.0,12.752,37.203,0.021,Incorrect
P23687,177,0.447,92.0,206.0,0.689,204.0,296.0,8.734,9.542,0.306,Acceptable
Q7KLV9,U100-009,0.917,44.0,48.0,0.022,1.0,45.0,1.091,5.88,0.749,Medium
O68880,031,0.884,76.0,86.0,0.156,14.0,90.0,0.683,1.536,0.893,High
Q72AS4,005,0.0,0.0,14.0,1.0,43.0,43.0,14.276,31.585,0.026,Incorrect
H6SG27,199,0.0,0.0,0.0,1.0,17.0,17.0,14.783,22.717,0.044,Incorrect
A0A3B6UEQ0,121,0.125,4.0,32.0,0.879,29.0,33.0,11.087,19.972,0.099,Incorrect
Q9I5E6,068,0.481,25.0,52.0,0.699,58.0,83.0,4.817,8.983,0.347,Acceptable
P23687,285,0.379,67.0,177.0,0.774,229.0,296.0,7.78,10.945,0.264,Acceptable
P04807,056,0.528,28.0,53.0,0.125,4.0,32.0,4.772,7.302,0.398,Acceptable
F2Z6J5,148,0.273,6.0,22.0,0.88,44.0,50.0,8.849,16.842,0.168,Incorrect
P23687,250,0.273,39.0,143.0,0.868,257.0,296.0,11.542,10.565,0.227,Incorrect
D9N168,U100-007,0.75,6.0,8.0,0.25,2.0,8.0,0.385,0.727,0.894,High
P23687,188,0.339,57.0,168.0,0.807,239.0,296.0,6.583,8.82,0.29,Acceptable
P0AG30,178,0.872,34.0,39.0,0.056,2.0,36.0,0.94,0.966,0.859,High
Q72AS4,141,0.077,1.0,13.0,0.977,42.0,43.0,10.415,27.662,0.061,Incorrect
F2Z6J5,179,0.121,4.0,33.0,0.92,46.0,50.0,12.843,23.391,0.084,Incorrect
Q7KLV9,030,0.818,27.0,33.0,0.4,18.0,45.0,4.676,16.964,0.371,Acceptable
P04807,071,0.422,19.0,45.0,0.406,13.0,32.0,4.766,10.259,0.306,Acceptable
P23687,137,0.459,68.0,148.0,0.77,228.0,296.0,9.061,10.846,0.289,Acceptable
Q72AS4,058,0.071,2.0,28.0,0.953,41.0,43.0,11.11,19.463,0.083,Incorrect
P0AG30,309,0.968,30.0,31.0,0.167,6.0,36.0,0.785,1.019,0.913,High
A0A140DJY3,002,0.0,0.0,0.0,1.0,28.0,28.0,15.807,25.312,0.037,Incorrect
P04807,208,0.233,10.0,43.0,0.688,22.0,32.0,8.166,8.328,0.258,Acceptable
O16025,U100-002,0.873,55.0,63.0,0.141,9.0,64.0,0.67,1.18,0.896,High
P23687,231,0.502,104.0,207.0,0.649,192.0,296.0,6.036,8.293,0.358,Acceptable
P23687,282,0.561,87.0,155.0,0.706,209.0,296.0,8.271,11.17,0.32,Acceptable
P04807,022,0.571,32.0,56.0,0.0,0.0,32.0,3.113,4.532,0.513,Medium
P0AG30,228,0.889,32.0,36.0,0.111,4.0,36.0,1.082,1.601,0.838,High
F2Z6J5,204,0.364,4.0,11.0,0.92,46.0,50.0,11.503,22.754,0.168,Incorrect
P04807,108,0.135,7.0,52.0,0.781,25.0,32.0,11.174,12.895,0.152,Incorrect
P0AG30,U100-002,0.919,34.0,37.0,0.056,2.0,36.0,0.355,1.106,0.95,High
P23687,199,0.642,158.0,246.0,0.466,138.0,296.0,3.684,3.818,0.539,Medium
G0WVH3,080,0.0,0.0,0.0,1.0,30.0,30.0,2.563,36.685,0.102,Incorrect
G0WVH3,007,0.0,0.0,0.0,1.0,30.0,30.0,7.377,42.225,0.026,Incorrect
P14677,063,0.971,33.0,34.0,0.057,2.0,35.0,0.676,1.618,0.922,High
O68880,034,0.84,79.0,94.0,0.122,11.0,90.0,1.523,2.043,0.759,Medium
P0AG30,144,0.917,33.0,36.0,0.083,3.0,36.0,0.988,1.082,0.866,High
P0AG30,243,0.939,31.0,33.0,0.139,5.0,36.0,1.373,1.054,0.823,High
O68880,U100-005,0.944,85.0,90.0,0.056,5.0,90.0,0.319,0.657,0.965,High
P14677,030,0.971,33.0,34.0,0.057,2.0,35.0,0.472,0.947,0.956,High
O68880,066,0.821,78.0,95.0,0.133,12.0,90.0,0.936,1.505,0.837,High
O68880,089,0.932,82.0,88.0,0.089,8.0,90.0,0.582,1.737,0.92,High
H2E7Q8,U100-006,0.782,111.0,142.0,0.224,32.0,143.0,1.542,2.503,0.729,Medium
Q72AS4,037,0.033,1.0,30.0,0.977,42.0,43.0,11.349,26.279,0.048,Incorrect
G0WVH3,077,0.0,0.0,0.0,1.0,30.0,30.0,8.063,15.338,0.089,Incorrect
E1K248,034,0.174,4.0,23.0,0.911,41.0,45.0,11.765,23.808,0.101,Incorrect
F2Z6J5,006,0.088,3.0,34.0,0.94,47.0,50.0,9.063,15.41,0.116,Incorrect
Q9I5E6,091,0.0,0.0,24.0,1.0,83.0,83.0,10.811,29.404,0.032,Incorrect
P23687,326,0.367,55.0,150.0,0.814,241.0,296.0,10.504,16.517,0.199,Incorrect
P14677,021,0.971,33.0,34.0,0.057,2.0,35.0,0.373,0.853,0.967,High
P23687,224,0.403,25.0,62.0,0.916,271.0,296.0,13.458,17.985,0.199,Incorrect
A0A3B6UEQ0,046,0.077,2.0,26.0,0.939,31.0,33.0,14.12,23.915,0.067,Incorrect
Q7KLV9,043,0.774,41.0,53.0,0.089,4.0,45.0,1.201,9.924,0.602,Medium
Q7KLV9,093,0.698,37.0,53.0,0.178,8.0,45.0,5.545,18.493,0.314,Acceptable
O68880,083,0.943,82.0,87.0,0.089,8.0,90.0,0.649,1.856,0.913,High
Q72AS4,011,0.045,1.0,22.0,0.977,42.0,43.0,14.153,25.41,0.052,Incorrect
F2Z6J5,217,0.2,4.0,20.0,0.92,46.0,50.0,13.723,19.381,0.124,Incorrect
H6SG27,U10-005,0.0,0.0,6.0,1.0,17.0,17.0,4.551,10.569,0.164,Incorrect
P14677,055,0.971,33.0,34.0,0.057,2.0,35.0,0.544,1.122,0.946,High
Q941M3,019,0.0,0.0,1.0,1.0,14.0,14.0,13.962,60.288,0.01,Incorrect
O16025,U100-001,0.848,56.0,66.0,0.125,8.0,64.0,0.599,0.845,0.9,High
