uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename	nstds	non-polymers	has_partner	num_partners	has_nstds	has_nplymrs
P28482	6dmg	173-196	25-172,197-313	2.186	100.0	99.622641509434	1.208	6.475	Autoinhibited	Closed	Homo sapiens	['2018-06-05']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'ethyl N-{2-chloro-4-[5-(5-{[(1S)-1-(3-chloro-4-fluorophenyl)-2-hydroxyethyl]carbamoyl}-1H-pyrrol-3-yl)-1H-pyrazol-4-yl]benzyl}glycinate', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g54	173-196	25-172,197-313	2.21	100.0	100.0	1.286	6.304	Autoinhibited	Closed	Homo sapiens	['2018-03-29']		A	F-P28482-F1-model_v3.cif	[]	['N-{2-[(5-chloro-2-{[4-(4-methylpiperazin-1-yl)phenyl]amino}pyrimidin-4-yl)amino]phenyl}propanamide', 'CHLORIDE ION', '1,2-ETHANEDIOL', 'WATER', 'SULFATE ION']	False	0	False	True
P28482	6g8x	173-196	25-172,197-313	2.302	100.0	99.622641509434	1.309	7.127	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['4-chloranyl-1~{H}-indazol-3-amine', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g91	173-196	25-172,197-313	2.138	100.0	99.622641509434	1.153	6.656	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['5-chloranyl-~{N}-(oxan-4-yl)pyrimidin-2-amine', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g92	173-196	25-172,197-313	2.188	100.0	99.622641509434	1.19	6.682	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['~{N}-(1,5-dimethylpyrazol-4-yl)-5-methyl-pyrimidin-2-amine', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g93	173-196	25-172,197-313	2.111	100.0	99.622641509434	1.238	6.479	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['6-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-2,3-dihydroisoindol-1-one', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g97	173-196	25-172,197-313	2.152	100.0	99.622641509434	1.308	6.268	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['6-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-2-(2-methoxyethyl)-3~{H}-isoindol-1-one', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g9a	173-196	25-172,197-313	2.144	100.0	99.622641509434	1.309	6.421	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['6-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-2-(2-morpholin-4-ylethyl)-3~{H}-isoindol-1-one', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g9d	173-196	25-172,197-313	2.224	100.0	99.622641509434	1.288	6.632	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['~{N}-~{tert}-butyl-2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]ethanamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g9h	173-196	25-172,197-313	2.22	100.0	99.622641509434	1.312	6.557	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['~{N}-~{tert}-butyl-2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-methyl-ethanamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g9j	173-196	25-172,197-313	2.292	100.0	98.8679245283019	1.335	6.635	Autoinhibited	Closed	Homo sapiens	['2018-04-10']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{R})-1-phenylethyl]ethanamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g9k	173-196	25-172,197-313	2.242	100.0	99.2452830188679	1.341	6.657	Autoinhibited	Closed	Homo sapiens	['2018-04-11']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{S})-2-oxidanyl-1-phenyl-ethyl]ethanamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g9m	173-196	25-172,197-313	2.218	100.0	99.622641509434	1.342	6.619	Autoinhibited	Closed	Homo sapiens	['2018-04-11']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-(2-phenylpropan-2-yl)ethanamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6g9n	173-196	25-172,197-313	2.373	100.0	99.622641509434	1.35	7.161	Autoinhibited	Closed	Homo sapiens	['2018-04-11']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['(2~{R})-2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{S})-1-(3-methylphenyl)-2-oxidanyl-ethyl]propanamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6gdm	173-196	25-172,197-313	2.3	100.0	98.4905660377359	1.304	6.594	Autoinhibited	Closed	Homo sapiens	['2018-04-24']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', '(3~{R})-1-[2-oxidanylidene-2-[4-(4-pyrimidin-2-ylphenyl)piperazin-1-yl]ethyl]-~{N}-(3-pyridin-4-yl-1~{H}-indazol-5-yl)pyrrolidine-3-carboxamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6gdq	173-196	25-172,197-313	2.107	100.0	99.622641509434	1.212	6.524	Autoinhibited	Closed	Homo sapiens	['2018-04-24']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', '4-[5-chloranyl-2-(propan-2-ylamino)pyridin-4-yl]-~{N}-[(1~{S})-1-(3-chlorophenyl)-2-oxidanyl-ethyl]-1~{H}-pyrrole-2-carboxamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6ge0	173-196	25-172,197-313	2.251	100.0	99.2452830188679	1.292	6.597	Autoinhibited	Closed	Homo sapiens	['2018-04-25']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', '2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{R})-1-(3-methoxyphenyl)ethyl]ethanamide', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6gjb	173-196	25-172,197-313	2.2	100.0	99.622641509434	1.198	6.652	Autoinhibited	Closed	Homo sapiens	['2018-05-16']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['[(1~{R},4~{Z})-cyclooct-4-en-1-yl] ~{N}-[4-[4-[[4-[1-[(1~{S})-1-(4-chloranyl-3-fluoranyl-phenyl)-2-oxidanyl-ethyl]-2-oxidanylidene-pyridin-4-yl]pyrimidin-2-yl]amino]pyridin-2-yl]but-3-ynyl]carbamate', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6gjd	173-196	25-172,197-313	2.159	100.0	99.622641509434	1.215	6.629	Autoinhibited	Closed	Homo sapiens	['2018-05-16']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', 'cyclooctyl ~{N}-[3-[[4-[5-[[(3~{R})-1-[2-oxidanylidene-2-[4-(4-pyrimidin-2-ylphenyl)piperazin-1-yl]ethyl]pyrrolidin-3-yl]carbonylamino]-1~{H}-indazol-3-yl]pyridin-2-yl]carbonylamino]propyl]carbamate', 'GLYCEROL', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6opg	173-196	25-172,197-313	2.188	91.6666666666667	100.0	1.286	6.092	Autoinhibited	Closed	Homo sapiens	['2019-04-25']		A	F-P28482-F1-model_v3.cif	['O-PHOSPHOTYROSINE', 'PHOSPHOTHREONINE']	['PHOSPHOAMINOPHOSPHONIC ACID-ADENYLATE ESTER', 'WATER', 'MAGNESIUM ION']	False	0	True	True
P28482	6oph	173-196	25-172,197-313	2.135	91.6666666666667	100.0	1.232	6.184	Autoinhibited	Closed	Homo sapiens	['2019-04-25']		A	F-P28482-F1-model_v3.cif	['O-PHOSPHOTYROSINE', 'PHOSPHOTHREONINE']	['1-[(1~{S})-1-(4-chloranyl-3-fluoranyl-phenyl)-2-oxidanyl-ethyl]-4-[2-[(2-methylpyrazol-3-yl)amino]pyrimidin-4-yl]pyridin-2-one', 'WATER']	False	0	True	True
P28482	6q7k	173-196	25-172,197-313	2.263	100.0	99.622641509434	1.321	6.554	Autoinhibited	Closed	Homo sapiens	['2018-12-13']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1H-imidazol-2-amine', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	6q7s	173-196	25-172,197-313	2.219	100.0	99.622641509434	1.194	6.694	Autoinhibited	Closed	Homo sapiens	['2018-12-13']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', 'PHENOL', 'SULFATE ION']	False	0	True	True
P28482	6q7t	173-196	25-172,197-313	2.169	100.0	99.622641509434	1.21	6.632	Autoinhibited	Closed	Homo sapiens	['2018-12-13']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '1,2-oxazol-3-amine', 'SULFATE ION']	False	0	True	True
P28482	6qa1	173-196	25-172,197-313	2.28	100.0	99.622641509434	1.292	6.775	Autoinhibited	Closed	Homo sapiens	['2018-12-18']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', 'pyridin-2-amine', 'SULFATE ION']	False	0	True	True
P28482	6qa3	173-196	25-172,197-313	2.224	100.0	99.622641509434	1.298	6.665	Autoinhibited	Closed	Homo sapiens	['2018-12-18']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', 'PYRAZOLE', 'SULFATE ION']	False	0	True	True
P28482	6qa4	173-196	25-172,197-313	2.282	100.0	98.8679245283019	1.214	7.127	Autoinhibited	Closed	Homo sapiens	['2018-12-18']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '1~{H}-pyridin-2-one', 'SULFATE ION']	False	0	True	True
P28482	6qag	173-196	25-172,197-313	2.186	100.0	99.622641509434	1.333	6.473	Autoinhibited	Closed	Homo sapiens	['2018-12-19']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '1~{H}-1,2,3-triazole', 'SULFATE ION']	False	0	True	True
P28482	6qah	173-196	25-172,197-313	2.187	100.0	99.2452830188679	1.261	6.537	Autoinhibited	Closed	Homo sapiens	['2018-12-19']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '1-azanylpropylideneazanium', 'SULFATE ION']	False	0	True	True
P28482	6qal	173-196	25-172,197-313	2.318	100.0	98.4905660377359	1.202	7.224	Autoinhibited	Closed	Homo sapiens	['2018-12-19']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '1,1-bis(oxidanylidene)thietan-3-ol', 'SULFATE ION']	False	0	True	True
P28482	6qaq	173-196	25-172,197-313	2.252	100.0	99.622641509434	1.336	6.546	Autoinhibited	Closed	Homo sapiens	['2018-12-19']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', 'thiophen-3-ylmethylazanium', 'SULFATE ION']	False	0	True	True
P28482	6qaw	173-196	25-172,197-313	2.202	100.0	99.2452830188679	1.199	6.728	Autoinhibited	Closed	Homo sapiens	['2018-12-19']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '[1-(7~{H}-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-yl]methylazanium', 'SULFATE ION']	False	0	True	True
P28482	6rq4	173-196	25-172,197-313	2.148	100.0	99.622641509434	1.25	6.526	Autoinhibited	Closed	Homo sapiens	['2019-05-15']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '6,6-dimethyl-2-[2-[(2-methylpyrazol-3-yl)amino]pyrimidin-4-yl]-5-(2-morpholin-4-ylethyl)thieno[2,3-c]pyrrol-4-one', 'SULFATE ION']	False	0	True	True
P28482	6slg	173-196	25-172,197-313	2.065	100.0	99.622641509434	1.169	6.293	Autoinhibited	Closed	Homo sapiens	['2019-08-19']		A	F-P28482-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'WATER', '(6~{R})-7-[[3,4-bis(fluoranyl)phenyl]methyl]-6-(methoxymethyl)-2-[5-methyl-2-[(2-methylpyrazol-3-yl)amino]pyrimidin-4-yl]-5,6-dihydroimidazo[1,2-a]pyrazin-8-one', 'SULFATE ION']	True	1	False	True
P28482	7auv	173-196	25-172,197-313	2.351	100.0	99.622641509434	1.369	6.642	Autoinhibited	Closed	Homo sapiens	['2020-11-03']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', 'WATER', '(2~{R})-2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{S})-1-(3-fluoranyl-5-methoxy-phenyl)-2-oxidanyl-ethyl]propanamide', 'SULFATE ION']	False	0	True	True
P28482	7e73	173-196	25-172,197-313	2.352	100.0	99.622641509434	1.273	6.679	Autoinhibited	Closed	Homo sapiens	['2021-02-25']		A	F-P28482-F1-model_v3.cif	[]	['WATER', 'SULFATE ION']	False	0	False	True
P28482	7e75	173-196	25-172,197-313	2.375	100.0	99.622641509434	1.317	6.616	Autoinhibited	Closed	Homo sapiens	['2021-02-25']		A	F-P28482-F1-model_v3.cif	[]	['WATER']	False	0	False	True
P28482	7nqq	173-196	25-172,197-313	2.305	100.0	99.622641509434	1.34	6.714	Autoinhibited	Closed	Homo sapiens	['2021-03-02']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', 'WATER', 'SULFATE ION', '2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{S})-1-(hydroxymethyl)-2,3-dihydroinden-1-yl]ethanamide']	False	0	True	True
P28482	7nqw	173-196	25-172,197-313	2.307	100.0	99.622641509434	1.316	6.577	Autoinhibited	Closed	Homo sapiens	['2021-03-02']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', 'WATER', 'SULFATE ION', '6-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-2-[2-oxidanylidene-2-(1,3,4,5-tetrahydro-2-benzazepin-2-yl)ethyl]-3~{H}-isoindol-1-one']	False	0	True	True
P28482	7nr3	173-196	25-172,197-313	2.165	100.0	99.622641509434	1.229	6.646	Autoinhibited	Closed	Homo sapiens	['2021-03-02']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', 'SULFATE ION', '6-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-2-[2-oxidanylidene-2-(1,2,4,5-tetrahydro-3-benzazepin-3-yl)ethyl]-3~{H}-isoindol-1-one']	False	0	True	True
P28482	7nr5	173-196	25-172,197-313	2.354	100.0	99.622641509434	1.349	7.147	Autoinhibited	Closed	Homo sapiens	['2021-03-03']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', 'SULFATE ION', '(2~{R})-2-[5-[5-chloranyl-2-[(2-methyl-1,2,3-triazol-4-yl)amino]pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{S})-1-(3-fluoranyl-5-methoxy-phenyl)-2-oxidanyl-ethyl]propanamide']	False	0	True	True
P28482	7nr8	173-196	25-172,197-313	2.409	100.0	99.622641509434	1.433	6.644	Autoinhibited	Closed	Homo sapiens	['2021-03-03']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', '1,2-ETHANEDIOL', 'WATER', 'SULFATE ION', '(2~{R})-2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{S})-1-[6-(4-methylpiperazin-1-yl)pyridin-2-yl]-2-oxidanyl-ethyl]propanamide']	False	0	True	True
P28482	7nr9	173-196	25-172,197-313	2.259	100.0	99.622641509434	1.374	6.668	Autoinhibited	Closed	Homo sapiens	['2021-03-03']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', 'SULFATE ION', '(2~{R})-2-[5-[5-chloranyl-2-(oxan-4-ylamino)pyrimidin-4-yl]-3-oxidanylidene-1~{H}-isoindol-2-yl]-~{N}-[(1~{S})-1-(2-methoxypyridin-4-yl)-2-oxidanyl-ethyl]propanamide']	False	0	True	True
P28482	7opm	173-196	25-172,197-313	2.765	91.6666666666667	100.0	1.176	6.015	Autoinhibited	Closed	Homo sapiens	['2021-06-01']		A	F-P28482-F1-model_v3.cif	['O-PHOSPHOTYROSINE', 'PHOSPHOTHREONINE']	['1-[4-(hydroxymethyl)-1H-pyrazolo[4,3-c]pyridin-6-yl]-3-[(1S)-1-phenylethyl]urea', 'GAMMA-AMINO-BUTANOIC ACID', 'GLYCEROL', 'WATER']	True	2	True	True
P28482	7w5o	173-196	25-172,197-313	2.168	100.0	99.622641509434	1.486	5.362	Autoinhibited	Closed	Homo sapiens	['2021-11-30']		A	F-P28482-F1-model_v3.cif	['N1-PHOSPHONOHISTIDINE']	['(2R,3R,4S,5R)-2-(4-AMINO-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-7-YL)-5-(HYDROXYMETHYL)TETRAHYDROFURAN-3,4-DIOL', '13-[4-({Imidazo[1,2-a]pyridin-2-yl}methoxy)phenyl]-4,8-dioxa-12,14,16,18-tetraazatetracyclo[9.7.0.0^{3,9}.0^{12,17}]octadeca-1(11),2,9,15,17-pentaen-15-amine', '4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID', 'WATER', 'MALONIC ACID', 'SODIUM ION', 'SUCCINIC ACID', 'D(-)-TARTARIC ACID']	False	0	True	True
P28482	7x4u	173-196	25-172,197-313	2.183	100.0	100.0	1.325	6.162	Autoinhibited	Closed	Homo sapiens	['2022-03-03']		A	F-P28482-F1-model_v3.cif	[]	['(2R,3R,4S,5R)-2-(4-AMINO-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-7-YL)-5-(HYDROXYMETHYL)TETRAHYDROFURAN-3,4-DIOL', 'N-(1,3-benzodioxol-5-ylmethyl)-2-[3-(3,4-dimethylphenyl)-7-oxidanylidene-[1,2,3]triazolo[4,5-d]pyrimidin-6-yl]ethanamide', '2-[BIS-(2-HYDROXY-ETHYL)-AMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL', 'GLYCEROL', 'WATER', 'SULFATE ION']	False	0	False	True
P28482	7xc1	173-196	25-172,197-313	2.182	100.0	99.622641509434	1.447	5.366	Autoinhibited	Closed	Homo sapiens	['2022-03-22']		A	F-P28482-F1-model_v3.cif	['N1-PHOSPHONOHISTIDINE']	['(2R,3R,4S,5R)-2-(4-AMINO-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-7-YL)-5-(HYDROXYMETHYL)TETRAHYDROFURAN-3,4-DIOL', '~{N}-(5,6-dimethoxy-1,3-benzothiazol-2-yl)-2-[(4-fluoranylphenoxy)methyl]-1,3-thiazole-4-carboxamide', '4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID', 'GLYCEROL', 'WATER', 'SULFATE ION']	False	0	True	True
P28482	8ao2	173-196	25-172,197-313	2.303	100.0	99.622641509434	1.181	7.139	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '~{N}-(1~{H}-indazol-5-ylmethyl)propanamide', 'SULFATE ION']	False	0	True	True
P28482	8ao3	173-196	25-172,197-313	2.172	100.0	99.2452830188679	1.172	6.675	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '2-chloranyl-~{N}-(1~{H}-indazol-5-ylmethyl)ethanamide', 'SULFATE ION']	False	0	True	True
P28482	8ao4	173-196	25-172,197-313	2.16	100.0	99.2452830188679	1.173	6.657	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '~{N}-(1~{H}-indazol-5-yl)ethanesulfonamide', 'DI(HYDROXYETHYL)ETHER', 'SULFATE ION']	False	0	True	True
P28482	8ao5	173-196	25-172,197-313	2.226	100.0	98.4905660377359	1.208	6.558	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID', 'WATER', '~{N}-(1~{H}-indazol-5-ylmethyl)ethanesulfonamide', 'SULFATE ION']	False	0	True	True
P28482	8ao6	173-196	25-172,197-313	2.173	100.0	99.2452830188679	1.176	6.662	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '~{N}-(1~{H}-indazol-5-ylmethyl)ethanamide', 'DI(HYDROXYETHYL)ETHER', 'SULFATE ION']	False	0	True	True
P28482	8ao7	173-196	25-172,197-313	2.354	100.0	99.622641509434	1.288	6.737	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '~{N}-[(1-methylindazol-6-yl)methyl]propanamide', 'SULFATE ION']	False	0	True	True
P28482	8ao8	173-196	25-172,197-313	2.154	100.0	99.622641509434	1.2	6.557	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '1-[(2~{R})-2-(3-methylimidazol-4-yl)piperidin-1-yl]propan-1-one', 'SULFATE ION']	False	0	True	True
P28482	8ao9	173-196	25-172,197-313	2.236	100.0	98.8679245283019	1.283	6.657	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '1-(6,7-dihydro-4~{H}-[1,3]thiazolo[5,4-c]pyridin-5-yl)propan-1-one', 'DI(HYDROXYETHYL)ETHER', 'SULFATE ION']	False	0	True	True
P28482	8aoa	173-196	25-172,197-313	2.316	100.0	99.622641509434	1.181	6.748	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['DIMETHYL SULFOXIDE', '1,2-ETHANEDIOL', 'WATER', '~{N}-pyridin-3-ylprop-2-enamide', '~{N}-pyridin-3-ylpropanamide', 'SULFATE ION']	False	0	True	True
P28482	8aob	173-196	25-172,197-313	2.19	100.0	96.2264150943397	1.147	6.665	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['WATER', '~{N}-[(1-methylindazol-3-yl)methyl]propanamide', 'DI(HYDROXYETHYL)ETHER', 'SULFATE ION']	False	0	True	True
P28482	8aoc	173-196	25-172,197-313	2.324	100.0	99.2452830188679	1.227	6.732	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '~{N}-(3-methyl-[1,2]oxazolo[5,4-b]pyridin-5-yl)propanamide', 'SULFATE ION']	False	0	True	True
P28482	8aod	173-196	25-172,197-313	2.348	100.0	98.1132075471698	1.457	6.62	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '1-(3-oxidanyl-2~{H}-quinoxalin-1-yl)propan-1-one', '4-prop-2-enoyl-1,3-dihydroquinoxalin-2-one', 'SULFATE ION']	False	0	True	True
P28482	8aoe	173-196	25-172,197-313	2.427	100.0	96.2264150943397	1.462	6.645	Autoinhibited	Closed	Homo sapiens	['2022-08-08']		A	F-P28482-F1-model_v3.cif	['S,S-(2-HYDROXYETHYL)THIOCYSTEINE']	['1,2-ETHANEDIOL', 'WATER', '~{N}-(1~{H}-pyrrolo[2,3-b]pyridin-4-yl)ethanesulfonamide', 'SULFATE ION']	False	0	True	True
